comment,sentiment
دبستان فرهنگیان با امکانات عالی و معلمین تحصیل کرده در شهر گلبهار,Positive
جاده ای ناهموار اگه این جاذبه تو هر استانی دیگه بود به نحو احسنت ازش استفاده میکردن,Negative
"خدایی خیلی بی ادب هستند. برای گرفتن سفارش اومده بالای سر همسر من حدود ۵ دقیقه ایستاده با موبایل حرف میزنه. لحن حرف زدن بد و لاتی... هنوز غذا رو نخورده گفتن از دستم نره این همه بی ادبی رو بنویسم. اگر حساس هستید اصلا نیاید اینجا. 
آب حوض کف کرده و حوض پره آشغاله. کلا با این اوصاف بهترین غذا رو هم بده ارزش اومدن نداره. 
اصلا پیشنهاد نمیکنم.",Negative
بسیار کوچک و محدود,Negative
"اصن خوب نیست یه عالمه آدمای قلدر و خفت گیر و دزد 
جمع میشن چند وقت پیش دچرخمو تو همین پارک گم کردم با اینکه قفل داشت",Negative
کیفت عکسای و فتوشاپ شون خوب بود و زود هم عکس هارو بهمون تحویل دادن راضی بودیم و برخورد خوب داشتن,Positive
اگر در این ساعت یعنی ۲۱و۲۸دقیقه شب جایگاه پمپ گاز مذکور تعطیل است ، و جلوی جایگاه را به نشانه تعطیل بودن ،نرده گذاشته‌اند ، پس چرا در اپلیکیشن نشان ، به عنوان یک پمپ گاز باز و فعال ، به کاربران نشان داده می‌شود ؟؟؟؟این نقطه ضعف برنامه نشان است که وقتی کاربر، پمپ گاز باز را سرچ میکند، برنامه این جایگاه را در مجموعه پمپ گازهای باز و فعال معرفی میکند؛نشان ... از شما توقع نداشتیم !!!,Negative
فروش ونصب با کمترین زمان  بالاترین کیفیت,Positive
با وجود اینکه میشه گفت زیاد تو چشم نیست ولی واقعا کیفیتش خوبه,Positive
"اصلان به غذا خوری هاش نباید رفت چون مثل کافه
 پیتزا می‌فروشند یکمی جلو فست فود هست اصلان مدیر خوب ندارد",Negative
مرسوله پستی رو اصلا در خانه نمیاورند و بعد میگویند امدیم و کسی نبود هر سری که با پست داریم همین کار ور انجام میدن به پستم که نمیشه زنگ زد ما موندیم چه کنیم با این ها,Negative
اصفهان بدترین شهر برای مسافرت بدون هیچ امکانات و تجهیزات برای مسافران حتی سرویس بهداشتی ها هم چهارقفله کردن حیف عمر و وقت و پولی که صرف سفر به اصفهان بشه,Negative
خیلی قیمتاش خوبه بیسکویت داجستیو شکلاتی که مغاذه میده ۲۵ فروشگاه میده ۱۶ 🤩🤩❤❤,Positive
وقتی ساعت کاری ساعت ده صبحه چرا تبلیغ میکنید از هفت صبح ساعت ده مگ صبحونه خورده میشه,Negative
"غذا معمولی ولی بسیار گرون برای یه ساندویچ.
جای نشستن هم خیلی کوچیک و بد بود که غذا خوردن رو سخت میکرد.",Negative
عالی.خیلی مودب و مشتری مدار.,Positive
یه زمانی خوب بود تا اینکه میله های زمین والیبال رو بریدن,Negative
هیچ تعهدی نیست به کار شما ندارند و پاسخ گو نیستند . از لحظه ای که وارد دفتر میشید فقط پول پول می کنند و هیچ توضیحی حتی برای نحوه محاسبه مدارک نمیدن .,Negative
عالللللللییییییی,Positive
"رشته کار انی فوق دیپلم دامپزشکی هم داره
دانشگاه ازاد هس یا دولتی",Neutral
پارک کوچیکه فقط فقط یه وسیله بازی داره و خبری از سرویس و چیزای دیگه ای نیست,Negative
خیلی غذاهاشون خوبه من مشتری ثابت این مغازه  هستم فوق العاده عالیه..,Positive
محیط جالبی ندارد . یکم خرابه جوش,Negative
کارکنانی فوق العاده بد اخلاق در این بخش واقعا خدا نصیب گرگ بیابون نکنه بیمارستان نمازیو,Negative
شلوغ شلوغ شلوغ,Negative
باید برنامه ریزی خوبی برای استان داشته باشن و خوب برنامه ریزی کنن مثلا برای چندسال بعد استان باید یه برنامه بچینن تا استان پیشرفت کنه,Neutral
عالی هم کیفیت غذا خوب هست هم برخورد پرسنل.,Positive
سلام واقعا حیفه است مرکز استان پرواز به شهرهایی مثل شیراز رو فقط در طول هفته یکبار داشته باشد,Negative
ایستگاه بدون نیمکت است,Negative
عالی و با غذا های خوشمزه و کارکنان خوش اخلاق,Positive
عالی بود کارشون ممنوووووووون,Positive
ok,Neutral
یک پیکاپ فوق العاده با راننده حرفه ای,Positive
عالی وبی نظیر,Positive
پمپ بنزین خیلی شلوغ که این چند روز که پمپ گازا بسته بودن راه مردم بسته میشد اصلا مدیرتش کاری انجام نمیداد که مردم تو یه خط باشن که باعث ترافیک نشه,Negative
با سلام کارت ماشین من صادر شده و وقتی که پیگیری کردم نوشته که مامور به آدرس شما مراجعه کرده و حتی نوشته که مامور به من زنگ زده و من در منزل حاضر نبودم در حالی که اصلا مامور زنگ نزده و یا شاید حتی به آدرس ما مراجعه نکرده,Negative
طبیعت بکر و عالی.,Positive
بدلیل عملیات انتقال گاز به کجور امکان بازدید از تالاب ارواح وجود ندارد.,Neutral
بدترین مدرسه ای که من تا حالا دیدم معلم ها و مسئولان مدرسه کاملا بی مسئولیت تمام بار رو رو دوش ماد میندازن,Negative
تنوع خوبی داره همین انتخاب کردن رو راحت میکنه,Positive
رستورانی شیک وتمیز با غذاهای گوناگون,Positive
خیلی کوچیکه و فقط تاب داره,Negative
خیلی کثیف,Negative
"بدترین پتزای عمرمو خوردم
چقد قبلا با این فست فود خاطره داشتم همش خراب شد
افتضاح بود همه چیز حیف باشه",Negative
همچین جای خوبی نیست خیلی الکی تعریفشو میکنن,Negative
به نسبت پولی که میدید میتونید سالن بهتری ثبت نام کنید,Negative
برخورد خوبی ندارن و عابربانک ها اکثرا بسته هستن,Negative
برای کسایی که قبلا رفتن غذاش مثل قدیم نیست یه پیتزا بزرگ سفارش دادیم اندازه دو تا کف دست هم نبود ۱۶۵ هزار تومان پول پیتزا دادیم ۵۰ هزار تومان متریال توش به کار رفته بود در ‌کل رستوران خوبی نیست نرید ارزش امتحان کردنم نداره پیتزا بزرگش رو یه بچه شش ساله میتونه همش رو بخوره در کل حتی به رفتنشم فکر نکنید,Negative
من به مدت ۲ ماه به این باشگاه رفتم ، اصلا پیشنهاد نمیکنم ، وسایل ورزشی فرسوده ای داره و پرسنل در زمینه گرفتن شهریه صادق نیستند ، من مربی خصوصی برای خودم گرفتم ولی وقتی از دیگران پرسیدم درباره قیمت ها ، از هرکس یک قیمتی گرفته بودن ، و هزینه ای برای صدور کارت عضویت گرفتن که هیچوقت به ما داده نشد,Negative
